516_01.png, 3, 0, 0
0110_01.png, 3, 0, 0
0032_01.png, 1, 3, 3
0105_01.png, 2, 0, 0
0035_01.png, 2, 0, 0
444_03.png, 3, 0, 0
0017_03.png, 1, 3, 3
553_05.png, 1, 3, 3
392_05.png, 3, 0, 0
509_01.png, 3, 1, 1
810_02.png, 3, 0, 1
0064_01.png, 3, 0, 1
0049_02.png, 0, 3, 3
434_07.png, 0, 3, 3
554_02.png, 4, 0, 0
634_03.png, 1, 3, 3
606_01.png, 0, 3, 3
524_02.png, 1, 3, 3
0170_02.png, 0, 3, 3
392_06.png, 0, 3, 3
420_02.png, 3, 0, 0
257_05.png, 3, 0, 1
0092_01.png, 3, 0, 0
600_01.png, 0, 3, 3
758_02.png, 2, 1, 1
527_01.png, 3, 0, 0
676_02.png, 1, 3, 3
656_01.png, 3, 1, 0
821_02.png, 3, 0, 1
308_01.png, 3, 0, 0
211_04.png, 3, 0, 0
707_02.png, 3, 0, 1
374_01.png, 3, 1, 0
600_02.png, 2, 0, 1
0114_04.png, 3, 0, 0
311_04.png, 3, 0, 1
362_03.png, 3, 0, 1
0028_02.png, 3, 1, 0
607_06.png, 4, 0, 0
494_01.png, 3, 0, 0
858_04.png, 3, 0, 0
445_02.png, 3, 0, 0
0108_05.png, 3, 0, 0
360_01.png, 3, 0, 0
483_02.png, 2, 0, 0
213_02.png, 0, 3, 3
283_05.png, 3, 0, 1
301_03.png, 4, 0, 1
0059_02.png, 2, 1, 0
489_02.png, 3, 0, 1
852_01.png, 1, 3, 3
713_02.png, 3, 1, 1
501_03.png, 3, 0, 0
211_06.png, 2, 0, 0
352_03.png, 3, 0, 0
218_04.png, 3, 0, 0
580_01.png, 3, 0, 0
345_01.png, 2, 0, 0
0004_03.png, 3, 1, 1
569_02.png, 0, 3, 3
0057_03.png, 2, 0, 0
763_03.png, 2, 1, 0
0054_03.png, 3, 0, 1
355_02.png, 3, 0, 0
628_01.png, 2, 0, 1
636_01.png, 3, 0, 0
0075_03.png, 3, 1, 0
753_02.png, 3, 0, 1
352_02.png, 0, 3, 3
0162_02.png, 3, 1, 1
0008_02.png, 1, 3, 3
738_01.png, 3, 0, 0
572_01.png, 3, 0, 0
416_01.png, 4, 0, 0
531_01.png, 3, 1, 1
835_05.png, 3, 0, 0
0038_03.png, 0, 3, 3
858_02.png, 3, 0, 1
720_01.png, 4, 0, 0
0130_03.png, 1, 3, 3
319_05.png, 3, 0, 1
483_01.png, 3, 0, 0
0092_08.png, 3, 1, 0
0068_01.png, 3, 0, 1
350_04.png, 2, 0, 0
0002_02.png, 1, 3, 3
530_02.png, 3, 0, 1
824_01.png, 2, 0, 0
621_01.png, 2, 0, 0
0108_02.png, 2, 1, 1
512_01.png, 3, 1, 1
343_01.png, 3, 0, 0
330_02.png, 2, 0, 0
292_04.png, 3, 0, 1
301_02.png, 3, 0, 0
0128_01.png, 3, 0, 1
589_04.png, 2, 0, 1
765_01.png, 2, 0, 0
510_01.png, 2, 1, 1
0148_02.png, 3, 0, 0
341_04.png, 1, 3, 3
288_02.png, 3, 1, 1
320_01.png, 2, 0, 1
0147_01.png, 3, 0, 0
0105_04.png, 4, 0, 1
760_02.png, 0, 3, 3
759_04.png, 2, 0, 0
832_02.png, 3, 1, 0
293_03.png, 3, 1, 0
637_03.png, 3, 0, 0
808_01.png, 3, 0, 0
287_02.png, 0, 3, 3
0015_03.png, 0, 3, 3
501_07.png, 3, 0, 0
648_06.png, 2, 0, 0
628_05.png, 3, 0, 0
597_01.png, 3, 1, 1
466_01.png, 3, 0, 0
0170_03.png, 1, 3, 3
0126_03.png, 3, 0, 1
319_02.png, 0, 3, 3
568_01.png, 3, 0, 0
287_03.png, 3, 1, 1
749_02.png, 3, 0, 1
0123_02.png, 3, 0, 1
754_02.png, 3, 0, 1
718_01.png, 0, 3, 3
0082_01.png, 4, 0, 0
0112_03.png, 3, 1, 1
813_01.png, 2, 0, 1
0004_02.png, 4, 0, 1
691_01.png, 3, 0, 0
0102_02.png, 2, 1, 0
0015_04.png, 0, 3, 3
498_03.png, 4, 1, 0
585_01.png, 3, 0, 1
435_01.png, 3, 0, 0
201_03.png, 3, 0, 0
376_01.png, 3, 0, 0
523_02.png, 2, 0, 0
721_01.png, 4, 0, 0
0063_02.png, 3, 0, 0
431_04.png, 0, 3, 3
559_02.png, 3, 0, 0
0135_04.png, 4, 0, 0
538_01.png, 3, 0, 0
524_03.png, 2, 1, 0
409_03.png, 3, 1, 1
200_03.png, 0, 3, 3
644_03.png, 3, 0, 0
794_01.png, 2, 0, 0
247_03.png, 1, 3, 3
0080_01.png, 2, 1, 1
760_01.png, 2, 1, 1
631_04.png, 3, 0, 0
443_04.png, 3, 0, 0
0166_01.png, 3, 0, 0
392_03.png, 1, 3, 3
666_01.png, 3, 1, 1
451_01.png, 1, 3, 3
306_02.png, 0, 3, 3
434_08.png, 3, 0, 0
0183_01.png, 2, 0, 0
326_03.png, 2, 0, 0
513_01.png, 3, 0, 0
606_02.png, 3, 0, 0
0076_02.png, 2, 1, 0
0153_01.png, 3, 0, 0
762_01.png, 2, 0, 0
275_05.png, 2, 0, 1
0132_02.png, 1, 3, 3
369_05.png, 3, 1, 0
321_01.png, 3, 0, 1
0076_04.png, 0, 3, 3
0066_02.png, 3, 0, 1
542_01.png, 4, 0, 0
553_03.png, 2, 0, 0
839_03.png, 0, 3, 3
236_01.png, 2, 0, 0
389_02.png, 3, 1, 0
710_05.png, 3, 1, 0
553_04.png, 0, 3, 3
288_01.png, 3, 0, 0
292_02.png, 1, 3, 3
0100_01.png, 3, 0, 0
409_05.png, 2, 0, 0
0180_02.png, 3, 0, 0
565_01.png, 0, 3, 3
0049_05.png, 2, 0, 1
615_02.png, 2, 0, 0
338_04.png, 2, 0, 1
297_04.png, 1, 3, 3
777_02.png, 3, 0, 0
583_03.png, 0, 3, 3
657_03.png, 0, 3, 3
659_01.png, 1, 3, 3
478_04.png, 2, 0, 1
642_02.png, 3, 0, 0
286_02.png, 2, 0, 1
210_01.png, 2, 0, 1
0168_01.png, 3, 0, 0
495_02.png, 3, 0, 1
625_02.png, 3, 1, 1
535_03.png, 3, 0, 1
799_02.png, 0, 3, 3
0068_02.png, 3, 1, 0
778_02.png, 3, 0, 0
366_03.png, 2, 1, 1
241_05.png, 4, 0, 1
635_02.png, 3, 0, 1
552_01.png, 3, 0, 0
763_02.png, 3, 1, 1
333_04.png, 2, 0, 1
283_01.png, 3, 0, 0
221_06.png, 3, 1, 0
412_01.png, 3, 0, 0
629_03.png, 2, 0, 1
639_06.png, 3, 0, 0
810_03.png, 2, 0, 0
656_02.png, 2, 0, 1
0172_04.png, 3, 0, 1
433_01.png, 3, 1, 0
467_02.png, 3, 0, 1
0085_03.png, 3, 0, 0
297_01.png, 3, 0, 0
323_04.png, 3, 0, 1
507_01.png, 3, 1, 0
205_01.png, 3, 0, 1
0063_05.png, 2, 0, 1
525_01.png, 3, 0, 0
655_01.png, 3, 0, 0
668_01.png, 3, 0, 0
0131_01.png, 2, 1, 1
608_05.png, 3, 0, 1
221_07.png, 3, 0, 0
430_03.png, 0, 3, 3
649_03.png, 2, 0, 0
0011_03.png, 3, 0, 0
357_03.png, 3, 0, 0
0014_01.png, 3, 0, 1
0049_04.png, 3, 0, 1
261_02.png, 0, 3, 3
0135_03.png, 3, 0, 1
250_02.png, 3, 1, 0
534_01.png, 2, 0, 0
305_02.png, 2, 0, 1
737_01.png, 1, 3, 3
293_04.png, 3, 0, 1
420_01.png, 3, 0, 0
0132_03.png, 3, 1, 1
648_09.png, 3, 0, 0
0172_05.png, 4, 0, 1
0066_03.png, 3, 0, 1
0025_01.png, 2, 1, 1
468_02.png, 3, 0, 1
803_02.png, 2, 0, 1
366_01.png, 3, 0, 0
773_03.png, 2, 0, 1
627_04.png, 1, 3, 3
300_05.png, 3, 0, 1
687_01.png, 3, 0, 0
648_03.png, 3, 1, 0
560_02.png, 3, 0, 0
266_02.png, 0, 3, 3
0116_05.png, 2, 0, 1
0071_04.png, 1, 3, 3
430_09.png, 4, 0, 0
414_08.png, 3, 0, 1
212_06.png, 3, 2, 0
0163_02.png, 3, 0, 2
547_05.png, 3, 0, 2
545_01.png, 3, 2, 0
0188_01.png, 3, 0, 2
602_03.png, 2, 0, 2
666_03.png, 3, 1, 2
607_09.png, 3, 0, 2
0014_04.png, 2, 1, 2
0116_03.png, 3, 1, 2
0105_06.png, 3, 1, 2
650_01.png, 2, 1, 2
619_02.png, 3, 0, 2
774_01.png, 2, 1, 2
0123_03.png, 3, 0, 2
564_03.png, 3, 1, 2
471_02.png, 2, 2, 0
0070_01.png, 2, 0, 2
279_01.png, 3, 0, 2
379_02.png, 3, 0, 2
669_01.png, 2, 1, 2
405_04.png, 3, 0, 2
0024_02.png, 3, 1, 2
813_02.png, 2, 2, 0
237_04.png, 3, 0, 2
0135_05.png, 2, 2, 0
269_01.png, 4, 1, 2
378_01.png, 3, 1, 2
0130_06.png, 3, 0, 2
587_02.png, 2, 0, 2
0020_02.png, 3, 2, 1
404_01.png, 2, 2, 0
